,Eosinophil,pair
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",-0.0965,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'NK')",0.1099,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",-0.2801,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'Stellate')",-0.0381,"('B', 'Basophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.1523,"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'NK')",0.2101,"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.4393,"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'Stellate')",-0.1996,"('B', 'Basophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Monocyte', 'NK')",-0.0288,"('B', 'Basophil', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')",-0.3562,"('B', 'Basophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'Hepatocyte', 'Monocyte', 'Stellate')",-0.0128,"('B', 'Basophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'NK', 'Neutrophil')",0.3834,"('B', 'Basophil', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'Hepatocyte', 'NK', 'Stellate')",-0.128,"('B', 'Basophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.1291,"('B', 'Basophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Kupffer', 'LSEC', 'Monocyte')",-0.2337,"('B', 'Basophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'Kupffer', 'LSEC', 'NK')",0.2082,"('B', 'Basophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Basophil', 'Kupffer', 'LSEC', 'Neutrophil')",-0.3999,"('B', 'Basophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'Kupffer', 'LSEC', 'Stellate')",-0.1154,"('B', 'Basophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'Kupffer', 'Monocyte', 'NK')",-0.1557,"('B', 'Basophil', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'Basophil', 'Kupffer', 'Monocyte', 'Neutrophil')",-0.0145,"('B', 'Basophil', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'Kupffer', 'Monocyte', 'Stellate')",-0.5422,"('B', 'Basophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'Kupffer', 'NK', 'Neutrophil')",0.5296,"('B', 'Basophil', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'Kupffer', 'NK', 'Stellate')",-0.0955,"('B', 'Basophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Basophil', 'Kupffer', 'Neutrophil', 'Stellate')",-0.7285,"('B', 'Basophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'LSEC', 'Monocyte', 'NK')",0.1946,"('B', 'Basophil', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Basophil', 'LSEC', 'Monocyte', 'Neutrophil')",0.0994,"('B', 'Basophil', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'LSEC', 'Monocyte', 'Stellate')",-0.2023,"('B', 'Basophil', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'LSEC', 'NK', 'Neutrophil')",0.2989,"('B', 'Basophil', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'LSEC', 'NK', 'Stellate')",-0.2249,"('B', 'Basophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'Basophil', 'LSEC', 'Neutrophil', 'Stellate')",-0.1645,"('B', 'Basophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'Monocyte', 'NK', 'Neutrophil')",0.0293,"('B', 'Basophil', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'Basophil', 'Monocyte', 'NK', 'Stellate')",-0.1789,"('B', 'Basophil', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Basophil', 'Monocyte', 'Neutrophil', 'Stellate')",-0.4297,"('B', 'Basophil', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'NK', 'Neutrophil', 'Stellate')",0.1326,"('B', 'Basophil', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte')",0.3304,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer')",-0.0892,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC')",0.0967,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte')",-0.3242,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'NK')",0.0112,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil')",0.4789,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Stellate')",-0.429,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer')",0.2434,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC')",0.3181,"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte')",0.4878,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'NK')",0.2997,"('B', 'CD4', 'CD8', 'Hepatocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil')",0.5887,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Stellate')",-0.1491,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC')",0.062,"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'CD8', 'Kupffer', 'Monocyte')",-0.1501,"('B', 'CD4', 'CD8', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'CD8', 'Kupffer', 'NK')",0.0709,"('B', 'CD4', 'CD8', 'Kupffer', 'NK')"
"('B', 'CD4', 'CD8', 'Kupffer', 'Neutrophil')",0.3418,"('B', 'CD4', 'CD8', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Kupffer', 'Stellate')",-0.778,"('B', 'CD4', 'CD8', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'CD8', 'LSEC', 'Monocyte')",0.4084,"('B', 'CD4', 'CD8', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'CD8', 'LSEC', 'NK')",-0.1003,"('B', 'CD4', 'CD8', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'LSEC', 'Neutrophil')",0.5305,"('B', 'CD4', 'CD8', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'LSEC', 'Stellate')",-0.2537,"('B', 'CD4', 'CD8', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Monocyte', 'NK')",0.1212,"('B', 'CD4', 'CD8', 'Monocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Monocyte', 'Neutrophil')",0.0021,"('B', 'CD4', 'CD8', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Monocyte', 'Stellate')",-0.1663,"('B', 'CD4', 'CD8', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'NK', 'Neutrophil')",-0.0422,"('B', 'CD4', 'CD8', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'NK', 'Stellate')",-0.2311,"('B', 'CD4', 'CD8', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Neutrophil', 'Stellate')",-0.0512,"('B', 'CD4', 'CD8', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.5106,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.5523,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.6228,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'NK')",0.4167,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.7843,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.2932,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.0855,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte')",-0.3886,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'NK')",-0.0381,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.3007,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'Stellate')",-0.4857,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte')",0.1241,"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'NK')",0.2908,"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.4753,"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'Stellate')",-0.0812,"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Monocyte', 'NK')",-0.4573,"('B', 'CD4', 'Cholangiocyte', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Monocyte', 'Neutrophil')",0.0311,"('B', 'CD4', 'Cholangiocyte', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Monocyte', 'Stellate')",-0.5346,"('B', 'CD4', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'NK', 'Neutrophil')",0.4503,"('B', 'CD4', 'Cholangiocyte', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'NK', 'Stellate')",-0.182,"('B', 'CD4', 'Cholangiocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Neutrophil', 'Stellate')",-0.2739,"('B', 'CD4', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5737,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.1426,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'NK')",0.1826,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Neutrophil')",-0.0114,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Stellate')",-0.2388,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte')",0.3729,"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'Hepatocyte', 'LSEC', 'NK')",0.4492,"('B', 'CD4', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.4864,"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Stellate')",0.1885,"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Monocyte', 'NK')",0.444,"('B', 'CD4', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'CD4', 'Hepatocyte', 'Monocyte', 'Neutrophil')",-0.0355,"('B', 'CD4', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'Hepatocyte', 'Monocyte', 'Stellate')",-0.052,"('B', 'CD4', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'NK', 'Neutrophil')",0.2893,"('B', 'CD4', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Hepatocyte', 'NK', 'Stellate')",-0.0677,"('B', 'CD4', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.0326,"('B', 'CD4', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'LSEC', 'Monocyte')",-0.1801,"('B', 'CD4', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'Kupffer', 'LSEC', 'NK')",0.1138,"('B', 'CD4', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'Kupffer', 'LSEC', 'Neutrophil')",-0.0097,"('B', 'CD4', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'Kupffer', 'LSEC', 'Stellate')",-0.5149,"('B', 'CD4', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'Monocyte', 'NK')",-0.3836,"('B', 'CD4', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD4', 'Kupffer', 'Monocyte', 'Neutrophil')",0.1425,"('B', 'CD4', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'Kupffer', 'Monocyte', 'Stellate')",-0.715,"('B', 'CD4', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'NK', 'Neutrophil')",0.4494,"('B', 'CD4', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Kupffer', 'NK', 'Stellate')",-0.4242,"('B', 'CD4', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'Neutrophil', 'Stellate')",-0.5606,"('B', 'CD4', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'LSEC', 'Monocyte', 'NK')",0.2943,"('B', 'CD4', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'LSEC', 'Monocyte', 'Neutrophil')",0.4019,"('B', 'CD4', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'CD4', 'LSEC', 'Monocyte', 'Stellate')",-0.3278,"('B', 'CD4', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'LSEC', 'NK', 'Neutrophil')",0.5715,"('B', 'CD4', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'LSEC', 'NK', 'Stellate')",0.158,"('B', 'CD4', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'LSEC', 'Neutrophil', 'Stellate')",-0.0146,"('B', 'CD4', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Monocyte', 'NK', 'Neutrophil')",0.0203,"('B', 'CD4', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Monocyte', 'NK', 'Stellate')",-0.2253,"('B', 'CD4', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Monocyte', 'Neutrophil', 'Stellate')",-0.2329,"('B', 'CD4', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'NK', 'Neutrophil', 'Stellate')",0.1644,"('B', 'CD4', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.3658,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.505,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.3656,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')",0.4333,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.7709,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.1511,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.0106,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')",-0.7002,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')",-0.2203,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.2829,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')",-0.7031,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte')",0.0168,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')",-0.1369,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.3457,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')",-0.3411,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK')",-0.797,"('B', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Monocyte', 'Neutrophil')",0.27,"('B', 'CD8', 'Cholangiocyte', 'Monocyte', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Monocyte', 'Stellate')",-0.6618,"('B', 'CD8', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil')",0.4152,"('B', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'NK', 'Stellate')",-0.5809,"('B', 'CD8', 'Cholangiocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Neutrophil', 'Stellate')",-0.132,"('B', 'CD8', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')",0.3052,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte')",-0.047,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK')",0.1246,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil')",-0.0249,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')",-0.2693,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte')",0.2913,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK')",0.3447,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.417,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')",0.0445,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Monocyte', 'NK')",0.3571,"('B', 'CD8', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.2166,"('B', 'CD8', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Monocyte', 'Stellate')",-0.0628,"('B', 'CD8', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil')",0.4874,"('B', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'NK', 'Stellate')",-0.1951,"('B', 'CD8', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Neutrophil', 'Stellate')",-0.1648,"('B', 'CD8', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte')",-0.3013,"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'NK')",-0.2863,"('B', 'CD8', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil')",0.3926,"('B', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Stellate')",-0.6404,"('B', 'CD8', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'Monocyte', 'NK')",-0.3035,"('B', 'CD8', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD8', 'Kupffer', 'Monocyte', 'Neutrophil')",-0.0102,"('B', 'CD8', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'CD8', 'Kupffer', 'Monocyte', 'Stellate')",-0.7493,"('B', 'CD8', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'NK', 'Neutrophil')",0.3651,"('B', 'CD8', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Kupffer', 'NK', 'Stellate')",-0.7006,"('B', 'CD8', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'Neutrophil', 'Stellate')",-0.5509,"('B', 'CD8', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'LSEC', 'Monocyte', 'NK')",-0.1131,"('B', 'CD8', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'LSEC', 'Monocyte', 'Neutrophil')",0.6984,"('B', 'CD8', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'CD8', 'LSEC', 'Monocyte', 'Stellate')",-0.0517,"('B', 'CD8', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'LSEC', 'NK', 'Neutrophil')",0.2762,"('B', 'CD8', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'LSEC', 'NK', 'Stellate')",-0.4009,"('B', 'CD8', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'LSEC', 'Neutrophil', 'Stellate')",0.0864,"('B', 'CD8', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Monocyte', 'NK', 'Neutrophil')",0.0294,"('B', 'CD8', 'Monocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Monocyte', 'NK', 'Stellate')",-0.507,"('B', 'CD8', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Monocyte', 'Neutrophil', 'Stellate')",0.0129,"('B', 'CD8', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'NK', 'Neutrophil', 'Stellate')",-0.0516,"('B', 'CD8', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5802,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.2641,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')",0.4712,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.2856,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",0.1315,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte')",0.5143,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')",0.5346,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6765,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')"
