,Neutrophil,pair
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.6095,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte')",0.7311,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'NK')",0.5562,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Stellate')",0.589,"('Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte')",0.624,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'NK')",-0.0086,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Stellate')",0.2294,"('Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'NK')",0.553,"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'Stellate')",0.5883,"('Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Cholangiocyte', 'NK', 'Stellate')",0.1017,"('Basophil', 'CD4', 'Cholangiocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.6086,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.0086,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte')",0.4022,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'NK')",0.0785,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Stellate')",-0.1595,"('Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC')",0.67,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte')",0.6214,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'NK')",0.5866,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Stellate')",0.5446,"('Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte')",0.5695,"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'NK')",0.0707,"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Stellate')",0.1644,"('Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'NK')",0.0525,"('Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'Stellate')",0.4045,"('Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Eosinophil', 'NK', 'Stellate')",-0.0763,"('Basophil', 'CD4', 'Eosinophil', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5772,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.6306,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'NK')",0.3754,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5227,"('Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte')",0.5314,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'NK')",-0.1005,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Stellate')",0.0849,"('Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte', 'NK')",0.3286,"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte', 'Stellate')",0.3644,"('Basophil', 'CD4', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Hepatocyte', 'NK', 'Stellate')",-0.1373,"('Basophil', 'CD4', 'Hepatocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'Monocyte')",0.6872,"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'NK')",0.6751,"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'Stellate')",0.6577,"('Basophil', 'CD4', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'Monocyte', 'NK')",0.63,"('Basophil', 'CD4', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'Kupffer', 'Monocyte', 'Stellate')",0.5766,"('Basophil', 'CD4', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'Kupffer', 'NK', 'Stellate')",0.6131,"('Basophil', 'CD4', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'LSEC', 'Monocyte', 'NK')",0.65,"('Basophil', 'CD4', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD4', 'LSEC', 'Monocyte', 'Stellate')",0.619,"('Basophil', 'CD4', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD4', 'LSEC', 'NK', 'Stellate')",0.1793,"('Basophil', 'CD4', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'Monocyte', 'NK', 'Stellate')",0.4545,"('Basophil', 'CD4', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')",-0.0069,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer')",0.7111,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC')",0.2479,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte')",0.55,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK')",0.0487,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Stellate')",0.0794,"('Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.56,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",-0.0218,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.2351,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')",-0.2186,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",-0.0685,"('Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.6051,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')",0.7098,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')",0.637,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')",0.6255,"('Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte')",0.6046,"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')",0.0276,"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')",0.2747,"('Basophil', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK')",0.5596,"('Basophil', 'CD8', 'Cholangiocyte', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'Cholangiocyte', 'Monocyte', 'Stellate')",0.5229,"('Basophil', 'CD8', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'Cholangiocyte', 'NK', 'Stellate')",0.1614,"('Basophil', 'CD8', 'Cholangiocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.6188,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.1138,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte')",0.2287,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK')",-0.0027,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK')"
"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.0167,"('Basophil', 'CD8', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC')",0.5985,"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC')"
"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte')",0.6422,"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'NK')",0.5176,"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'NK')"
"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'Stellate')",0.47,"('Basophil', 'CD8', 'Eosinophil', 'Kupffer', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte')",0.486,"('Basophil', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte')"
"('Basophil', 'CD8', 'Eosinophil', 'LSEC', 'NK')",0.0607,"('Basophil', 'CD8', 'Eosinophil', 'LSEC', 'NK')"
"('Basophil', 'CD8', 'Eosinophil', 'LSEC', 'Stellate')",0.168,"('Basophil', 'CD8', 'Eosinophil', 'LSEC', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'Monocyte', 'NK')",0.0578,"('Basophil', 'CD8', 'Eosinophil', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'Eosinophil', 'Monocyte', 'Stellate')",0.3233,"('Basophil', 'CD8', 'Eosinophil', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'Eosinophil', 'NK', 'Stellate')",-0.1222,"('Basophil', 'CD8', 'Eosinophil', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5908,"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.6152,"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'NK')",0.5282,"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')",0.4903,"('Basophil', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte')",0.4271,"('Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'NK')",-0.0045,"('Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'NK')"
"('Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')",0.0785,"('Basophil', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD8', 'Hepatocyte', 'Monocyte', 'NK')",0.2695,"('Basophil', 'CD8', 'Hepatocyte', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'Hepatocyte', 'Monocyte', 'Stellate')",0.3716,"('Basophil', 'CD8', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'Hepatocyte', 'NK', 'Stellate')",0.0214,"('Basophil', 'CD8', 'Hepatocyte', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Kupffer', 'LSEC', 'Monocyte')",0.6854,"('Basophil', 'CD8', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'CD8', 'Kupffer', 'LSEC', 'NK')",0.6322,"('Basophil', 'CD8', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD8', 'Kupffer', 'LSEC', 'Stellate')",0.5701,"('Basophil', 'CD8', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD8', 'Kupffer', 'Monocyte', 'NK')",0.6503,"('Basophil', 'CD8', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'Kupffer', 'Monocyte', 'Stellate')",0.5999,"('Basophil', 'CD8', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'Kupffer', 'NK', 'Stellate')",0.6238,"('Basophil', 'CD8', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'LSEC', 'Monocyte', 'NK')",0.5963,"('Basophil', 'CD8', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'CD8', 'LSEC', 'Monocyte', 'Stellate')",0.5562,"('Basophil', 'CD8', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'CD8', 'LSEC', 'NK', 'Stellate')",0.3048,"('Basophil', 'CD8', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD8', 'Monocyte', 'NK', 'Stellate')",0.408,"('Basophil', 'CD8', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.517,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')",-0.0762,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte')",0.3111,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK')",-0.2738,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')",-0.0927,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')",0.653,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte')",0.7378,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')",0.6524,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')",0.6341,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte')",0.5962,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')",0.0491,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')",0.1852,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK')",0.6311,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Stellate')",0.5467,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')",0.0179,"('Basophil', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",0.4608,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.5724,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')",0.3827,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",0.3017,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte')",0.2849,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')",-0.1971,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",-0.0463,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK')",0.3227,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Stellate')",0.2591,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')",-0.2221,"('Basophil', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.7041,"('Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.5858,"('Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5835,"('Basophil', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK')",0.6962,"('Basophil', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.7024,"('Basophil', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.5699,"('Basophil', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK')",0.6381,"('Basophil', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Stellate')",0.6214,"('Basophil', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.0922,"('Basophil', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'Cholangiocyte', 'Monocyte', 'NK', 'Stellate')",0.6171,"('Basophil', 'Cholangiocyte', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.6454,"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.643,"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.4811,"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5652,"('Basophil', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.3893,"('Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",-0.1798,"('Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.0339,"('Basophil', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')",0.353,"('Basophil', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.3632,"('Basophil', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('Basophil', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",-0.0194,"('Basophil', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.646,"('Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.6106,"('Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.4868,"('Basophil', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')",0.7082,"('Basophil', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.6365,"('Basophil', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.5595,"('Basophil', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')",0.4457,"('Basophil', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.5084,"('Basophil', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.1425,"('Basophil', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')",0.5094,"('Basophil', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')"
"('Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6132,"('Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.509,"('Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5345,"('Basophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5845,"('Basophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('Basophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.5648,"('Basophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Basophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4407,"('Basophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.3934,"('Basophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('Basophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.3732,"('Basophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Basophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.0153,"('Basophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.3696,"('Basophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
