,NK,pair
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.6924,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.7139,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.7485,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.6822,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.6949,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.7346,"('Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.6699,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.7029,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.6517,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')",0.6659,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.6822,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.722,"('Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')",0.7094,"('Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.7325,"('Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.7542,"('Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')",0.7433,"('Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.4829,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.6332,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5161,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.636,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.6218,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6939,"('Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.6479,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.6718,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.72,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.6842,"('Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.6457,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6111,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7178,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.6913,"('Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7213,"('Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6748,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.7412,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.6696,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.736,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.6894,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.7083,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7622,"('Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.7222,"('Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.7432,"('Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.7621,"('Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7641,"('Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.7583,"('Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7733,"('Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.7126,"('Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7829,"('Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7049,"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5957,"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.719,"('Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.6892,"('Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.765,"('Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7151,"('Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil')",0.6385,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte')",0.6544,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer')",0.5472,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC')",0.6358,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte')",0.5763,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil')",0.7279,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Stellate')",0.7207,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte')",0.5797,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer')",0.4947,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC')",0.6089,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Monocyte')",0.4723,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Neutrophil')",0.668,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Stellate')",0.6898,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer')",0.5695,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC')",0.6141,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte')",0.5442,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil')",0.7273,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Stellate')",0.6773,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC')",0.5802,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte')",0.5006,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Neutrophil')",0.6318,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Stellate')",0.6371,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte')",0.6245,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Neutrophil')",0.7368,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Stellate')",0.6435,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'Neutrophil')",0.46,"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'Stellate')",0.655,"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Neutrophil', 'Stellate')",0.7642,"('B', 'Basophil', 'CD4', 'CD8', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')",0.5319,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer')",0.4574,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC')",0.5833,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte')",0.5505,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')",0.7043,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Stellate')",0.6475,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.4662,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.6057,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.5618,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.6119,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.5485,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.4993,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte')",0.4787,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.5425,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Stellate')",0.5353,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte')",0.5881,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.6441,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Stellate')",0.5003,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'Neutrophil')",0.5573,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'Stellate')",0.5628,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil', 'Stellate')",0.6925,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.5754,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.7071,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte')",0.5493,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Neutrophil')",0.755,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.7073,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC')",0.5682,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte')",0.4709,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Neutrophil')",0.578,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Stellate')",0.6209,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte')",0.544,"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Neutrophil')",0.7482,"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Stellate')",0.6,"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'Neutrophil')",0.5311,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'Stellate')",0.5458,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Neutrophil', 'Stellate')",0.7134,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5968,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.5387,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.5943,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Stellate')",0.6134,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte')",0.6899,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.7839,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Stellate')",0.6415,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.5904,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Monocyte', 'Stellate')",0.5978,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.7737,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Kupffer', 'LSEC', 'Monocyte')",0.6384,"('B', 'Basophil', 'CD4', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Kupffer', 'LSEC', 'Neutrophil')",0.6714,"('B', 'Basophil', 'CD4', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Kupffer', 'LSEC', 'Stellate')",0.598,"('B', 'Basophil', 'CD4', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Kupffer', 'Monocyte', 'Neutrophil')",0.5751,"('B', 'Basophil', 'CD4', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Kupffer', 'Monocyte', 'Stellate')",0.5838,"('B', 'Basophil', 'CD4', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Kupffer', 'Neutrophil', 'Stellate')",0.6744,"('B', 'Basophil', 'CD4', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'LSEC', 'Monocyte', 'Neutrophil')",0.6259,"('B', 'Basophil', 'CD4', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'LSEC', 'Monocyte', 'Stellate')",0.6823,"('B', 'Basophil', 'CD4', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'LSEC', 'Neutrophil', 'Stellate')",0.6891,"('B', 'Basophil', 'CD4', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Monocyte', 'Neutrophil', 'Stellate')",0.6283,"('B', 'Basophil', 'CD4', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')",0.684,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer')",0.6265,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC')",0.6943,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte')",0.6608,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')",0.7602,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Stellate')",0.757,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.6956,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.6588,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.6797,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.7508,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.7685,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.5866,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')",0.6383,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.69,"('B', 'Basophil', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
